videoid,contentUrl,duration,page_dir,name,duration_seconds,cleaned_name,cluster,merged_dir
1060500109,https://ak.picdn.net/shutterstock/videos/1060500109/preview/stock-footage-young-woman-dentist-reception-at-the-orthodontist-replacement-of-braces-polishing-gel-bonding.mp4,PT00H00M12S,134601_134650,Young woman dentist. reception at the orthodontist. replacement of braces. polishing. gel bonding.,12.0,young woman dentist reception orthodontist replacement brace polishing gel bonding,3,134601_134650
2215837,https://ak.picdn.net/shutterstock/videos/2215837/preview/stock-footage-timelapse-of-wispy-clouds.mp4,PT00H00M14S,037201_037250,Timelapse of wispy clouds.,14.0,timelapse wispy cloud,4,037201_037250
16925626,https://ak.picdn.net/shutterstock/videos/16925626/preview/stock-footage-amazing-view-of-illuminated-cityscape-landmark-at-night-sky-modern-city-night-life.mp4,PT00H00M15S,037201_037250,Amazing view of illuminated cityscape landmark at night sky. modern city night life,15.0,amazing view illuminated cityscape landmark night sky modern city night life,4,037201_037250
1049097430,https://ak.picdn.net/shutterstock/videos/1049097430/preview/stock-footage-young-woman-put-on-medical-mask-in-studio-coronavirus-and-covid-concept-studio-portrait-of.mp4,PT00H00M16S,037201_037250,"Young woman put on medical mask in studio. coronavirus and covid-19 concept. studio portrait of young student girl, trying to put on, medical flu mask",16.0,young woman put medical mask studio coronavirus covid concept studio portrait young student girl trying put medical flu mask,4,037201_037250
1030827626,https://ak.picdn.net/shutterstock/videos/1030827626/preview/stock-footage-alcohol-drink-recipe-refreshment-and-cold-beverage-concept-glass-of-cocktail-with-ice-luxury.mp4,PT00H00M05S,037201_037250,"Alcohol drink recipe, refreshment and cold beverage concept - glass of cocktail with ice, luxury bar party",5.0,alcohol drink recipe refreshment cold beverage concept glass cocktail ice luxury bar party,4,037201_037250
1050478474,https://ak.picdn.net/shutterstock/videos/1050478474/preview/stock-footage-sacramento-california-two-men-working-on-object-repair.mp4,PT00H00M05S,037201_037250,Sacramento california-1937: two men working on object repair,5.0,sacramento california two men working object repair,4,037201_037250
3219427,https://ak.picdn.net/shutterstock/videos/3219427/preview/stock-footage-blubar-classical-abstract-video-background-loop-moving-bars-a-classical-video-loop-nice.mp4,PT00H00M34S,037201_037250,Blubar - classical abstract video background loop /// moving bars - a classical video loop! nice shades in a blueish environment.,34.0,blubar classical abstract video background loop moving bar classical video loop nice shade blueish environment,4,037201_037250
1008978491,https://ak.picdn.net/shutterstock/videos/1008978491/preview/stock-footage-aerial-of-philadelphia-pennsylvania-march.mp4,PT00H00M28S,037201_037250,"Aerial of philadelphia, pennsylvania, march 2018.",28.0,aerial philadelphia pennsylvania march,4,037201_037250
1063501351,https://ak.picdn.net/shutterstock/videos/1063501351/preview/stock-footage-circle-and-square-neon-forms-moving-in-seamless-loop-abstract-d-animation-background.mp4,PT00H00M15S,037201_037250,"Circle and square neon forms moving in seamless loop abstract 3d animation background
",15.0,circle square neon form moving seamless loop abstract animation background,4,037201_037250
1032762806,https://ak.picdn.net/shutterstock/videos/1032762806/preview/stock-footage-smiling-girl-in-glasses-eating-blueberries-natural-vitamins-to-improve-vision.mp4,PT00H00M06S,037201_037250,"Smiling girl in glasses eating blueberries, natural vitamins to improve vision",6.0,smiling girl glass eating blueberry natural vitamin improve vision,4,037201_037250
23625661,https://ak.picdn.net/shutterstock/videos/23625661/preview/stock-footage-installation-of-the-cable-car-that-transport-skiers-and-ski-slopes-at-the-upper-end-of.mp4,PT00H00M13S,037201_037250,"Installation of the cable car that transport skiers and ski slopes at the upper end of 11
",13.0,installation cable car transport skier ski slope upper end,4,037201_037250
6823924,https://ak.picdn.net/shutterstock/videos/6823924/preview/stock-footage-time-lapse-of-clear-sky.mp4,PT00H00M25S,037201_037250,Time-lapse of clear sky,25.0,timelapse clear sky,4,037201_037250
9603485,https://ak.picdn.net/shutterstock/videos/9603485/preview/stock-footage-langkawi-malaysia-march-cable-car-bring-tourists-who-want-to-see-the-sights-of-mountain.mp4,PT00H00M21S,037201_037250,"Langkawi, malaysia - march 18: cable car bring tourists who want to see the sights of mountain forests at langkawi malaysia on 18 march, 2015",21.0,langkawi malaysia march cable car bring tourist want see sight mountain forest langkawi malaysia march,4,037201_037250
1034346602,https://ak.picdn.net/shutterstock/videos/1034346602/preview/stock-footage-steam-locomotive-old-transport-train-in-track-wheel-steaming-close-up.mp4,PT00H00M14S,037201_037250,"Steam locomotive old transport train in track, wheel steaming close up",14.0,steam locomotive old transport train track wheel steaming close,4,037201_037250
24069784,https://ak.picdn.net/shutterstock/videos/24069784/preview/stock-footage-robot-cyborg-touched-screen-numerous-dots-gather-to-create-a-yen-sign-low-polygon-web.mp4,PT00H00M18S,037201_037250,"Robot cyborg touched screen, numerous dots gather to create a yen sign, low-polygon web.",18.0,robot cyborg touched screen numerous dot gather create yen sign lowpolygon web,4,037201_037250
8710447,https://ak.picdn.net/shutterstock/videos/8710447/preview/stock-footage--k-motion-controlled-dolly-up-right-time-lapse-footage-with-tilt-up-motion-of-lone-cypress-in.mp4,PT00H00M28S,037201_037250,"4k motion controlled dolly up/right time lapse footage with tilt up motion of lone cypress in monterey bay, california",28.0,k motion controlled dolly upright time lapse footage tilt motion lone cypress monterey bay california,4,037201_037250
1008864965,https://ak.picdn.net/shutterstock/videos/1008864965/preview/stock-footage-wild-boar-piglets-sus-scrofa-searching-for-food-in-forest.mp4,PT00H00M23S,037201_037250,Wild boar piglets (sus scrofa) searching for food in forest,23.0,wild boar piglet sus scrofa searching food forest,4,037201_037250
14877232,https://ak.picdn.net/shutterstock/videos/14877232/preview/stock-footage-moscow-russia-february-view-of-kremlin-and-kremlin-embankment.mp4,PT00H00M15S,037201_037250,"Moscow, russia -  february 28, 2016: view of  kremlin and  kremlin embankment ",15.0,moscow russia february view kremlin kremlin embankment,4,037201_037250
177724,https://ak.picdn.net/shutterstock/videos/177724/preview/stock-footage-pouring-a-drink.mp4,PT00H00M14S,037201_037250,Pouring a drink,14.0,pouring drink,4,037201_037250
1022684089,https://ak.picdn.net/shutterstock/videos/1022684089/preview/stock-footage-the-black-club-drawings-on-the-card-on-a-macro-shot-with-the-small-lines-on-the-card.mp4,PT00H00M07S,037201_037250,The black club drawings on the card on a macro shot with the small lines on the card,7.0,black club drawing card macro shot small line card,4,037201_037250
2583890,https://ak.picdn.net/shutterstock/videos/2583890/preview/stock-footage-new-york-new-york-circa-may-neon-lights-of-nd-street-times-square-manhattan-at-dusk.mp4,PT00H00M14S,037201_037250,"New york, new york - circa may 2011: neon lights of 42nd street, times square, manhattan at dusk",14.0,new york new york circa may neon light nd street time square manhattan dusk,4,037201_037250
13559246,https://ak.picdn.net/shutterstock/videos/13559246/preview/stock-footage-titusville-pennsylvannia-log-belt-pulling-up-wood-with-direction-from-man-with-long-pole.mp4,PT00H00M26S,037201_037250,"Titusville, pennsylvannia 1949: log belt pulling up wood with direction from man with long pole.",26.0,titusville pennsylvannia log belt pulling wood direction man long pole,4,037201_037250
8738029,https://ak.picdn.net/shutterstock/videos/8738029/preview/stock-footage-fractal-violet-kaleidoscopic-background-background-motion-with-fractal-design-disco-spectrum.mp4,PT00H00M18S,037201_037250,Fractal violet kaleidoscopic background. background motion with fractal design. disco spectrum lights concert spot bulb. more sets footage  in my portfolio.,18.0,fractal violet kaleidoscopic background background motion fractal design disco spectrum light concert spot bulb set footage portfolio,4,037201_037250
10794125,https://ak.picdn.net/shutterstock/videos/10794125/preview/stock-footage-timelapse-fast-clouds-over-the-stone-bridge-ukraine.mp4,PT00H00M18S,037201_037250,Timelapse fast clouds over the stone bridge ukraine,18.0,timelapse fast cloud stone bridge ukraine,4,037201_037250
4279247,https://ak.picdn.net/shutterstock/videos/4279247/preview/stock-footage-polar-bear-by-water.mp4,PT00H00M19S,037201_037250,Polar bear by water,19.0,polar bear water,4,037201_037250
1025466227,https://ak.picdn.net/shutterstock/videos/1025466227/preview/stock-footage-ink-drop-in-water.mp4,PT00H00M08S,037201_037250,Ink drop in water,8.0,ink drop water,4,037201_037250
1034807063,https://ak.picdn.net/shutterstock/videos/1034807063/preview/stock-footage-several-axis-deer-stand-together-in-the-group-are-one-large-deer-with-large-antlers-and-a-baby.mp4,PT00H00M12S,037201_037250,"Several axis deer stand together. in the group are one large deer with large antlers and  a baby,and mother. the mother deer licks the baby deer.",12.0,several axis deer stand together group one large deer large antler babyand mother mother deer lick baby deer,4,037201_037250
1014765629,https://ak.picdn.net/shutterstock/videos/1014765629/preview/stock-footage-girl-walking-in-slow-motion-on-the-water-deck-near-gondolas.mp4,PT00H00M15S,037201_037250,Girl walking in slow motion on the water deck near gondolas.,15.0,girl walking slow motion water deck near gondola,4,037201_037250
1023639961,https://ak.picdn.net/shutterstock/videos/1023639961/preview/stock-footage-sunny-isles-beach-fl-usa-february-armani-casa-sunny-isles-beach-fl-k-p.mp4,PT00H00M29S,037201_037250,"Sunny isles beach, fl, usa - february 1, 2019: armani casa sunny isles beach fl 4k 24p",29.0,sunny isle beach fl usa february armani casa sunny isle beach fl k p,4,037201_037250
1062971287,https://ak.picdn.net/shutterstock/videos/1062971287/preview/stock-footage-donuts-pool-float-ring-floating-in-a-refreshing-blue-swimming-pool.mp4,PT00H00M19S,037201_037250,"Donuts pool float, ring floating in a refreshing blue swimming pool",19.0,donut pool float ring floating refreshing blue swimming pool,4,037201_037250
16498063,https://ak.picdn.net/shutterstock/videos/16498063/preview/stock-footage-the-lighting-of-transports-are-driving-around-the-giant-swing-iconic-with-bangkok-city-on.mp4,PT00H00M13S,037201_037250,The lighting of transports are driving around the giant swing iconic with bangkok city on background at twilight time to night time. (time-lapse zoom scene),13.0,lighting transport driving around giant swing iconic bangkok city background twilight time night time timelapse zoom scene,4,037201_037250
1042448422,https://ak.picdn.net/shutterstock/videos/1042448422/preview/stock-footage-new-mexico-usa-tall-building-reaching-towards-sky.mp4,PT00H00M05S,037201_037250,New mexico usa-1973: tall building reaching towards sky,5.0,new mexico usa tall building reaching towards sky,4,037201_037250
13212011,https://ak.picdn.net/shutterstock/videos/13212011/preview/stock-footage-old-texts-the-appearance-of-the-words-on-parchment-ancient-egyptian-text-of-the-emerald-tablet.mp4,PT00H00M12S,037201_037250,Old texts. the appearance of the words on parchment. ancient egyptian text of the emerald tablet.,12.0,old text appearance word parchment ancient egyptian text emerald tablet,4,037201_037250
1009737773,https://ak.picdn.net/shutterstock/videos/1009737773/preview/stock-footage-willow-tree-are-against-the-background-of-the-sky-background.mp4,PT00H00M20S,037201_037250,"Willow tree are against the background of the sky, background",20.0,willow tree background sky background,4,037201_037250
28598896,https://ak.picdn.net/shutterstock/videos/28598896/preview/stock-footage-working-with-computer-typing.mp4,PT00H00M26S,037201_037250,"Working with computer, typing",26.0,working computer typing,4,037201_037250
1034476472,https://ak.picdn.net/shutterstock/videos/1034476472/preview/stock-footage-morning-group-training-of-women-on-the-street-in-the-park-close-up-of-a-woman-lying-on-a-gymnastic.mp4,PT00H00M30S,037201_037250,Morning group training of women on the street in the park. close-up of a woman lying on a gymnastic mat performs an exercise on the muscles of the press,30.0,morning group training woman street park closeup woman lying gymnastic mat performs exercise muscle press,4,037201_037250
25131623,https://ak.picdn.net/shutterstock/videos/25131623/preview/stock-footage-road-loop-in-the-city-at-night-wintertime-time-lapse-good-for-loop-background-or-as-standalone.mp4,PT00H00M05S,037201_037250,Road loop in the city at night. wintertime. time lapse. good for loop background or as standalone footage.,5.0,road loop city night wintertime time lapse good loop background standalone footage,4,037201_037250
15667144,https://ak.picdn.net/shutterstock/videos/15667144/preview/stock-footage-turnips-isolated-rotating-on-green-background.mp4,PT00H00M50S,037201_037250,Turnips isolated rotating on green background,50.0,turnip isolated rotating green background,4,037201_037250
1007350384,https://ak.picdn.net/shutterstock/videos/1007350384/preview/stock-footage-chula-vista-ca-san-miguel-mountain-drone-video-aerial-video-of-san-miguel-mountain-is-a.mp4,PT00H00M44S,037201_037250,"Chula vista, ca -san miguel mountain- drone video. aerial video of san miguel mountain is a mountain located in chula vista, california. it is 2,567' high, and is the 84th highest peak in san diego.",44.0,chula vista ca san miguel mountain drone video aerial video san miguel mountain mountain located chula vista california high th highest peak san diego,4,037201_037250
5882924,https://ak.picdn.net/shutterstock/videos/5882924/preview/stock-footage-poker-tournament-text-in-particles.mp4,PT00H00M24S,037201_037250,Poker tournament text in particles,24.0,poker tournament text particle,4,037201_037250
29884375,https://ak.picdn.net/shutterstock/videos/29884375/preview/stock-footage-couple-in-love-dancing-silhouette-at-sunset-and-kissing-loving-man-and-woman-with-dog-dancing.mp4,PT00H00M33S,037201_037250,Couple in love dancing silhouette at sunset and kissing. loving man and woman with dog dancing silhouette slow motion video nature,33.0,couple love dancing silhouette sunset kissing loving man woman dog dancing silhouette slow motion video nature,4,037201_037250
1007437519,https://ak.picdn.net/shutterstock/videos/1007437519/preview/stock-footage-dance-of-color-lines-on-the-screen.mp4,PT00H00M35S,037201_037250,Dance of color lines on the screen,35.0,dance color line screen,4,037201_037250
1028501276,https://ak.picdn.net/shutterstock/videos/1028501276/preview/stock-footage-droneflight-over-a-rape-field-on-daylight.mp4,PT00H00M19S,037201_037250,Droneflight over a rape field on daylight,19.0,droneflight rape field daylight,4,037201_037250
1043221465,https://ak.picdn.net/shutterstock/videos/1043221465/preview/stock-footage-alpine-snow-mountain-peak-landscape.mp4,PT00H00M08S,037201_037250,Alpine snow mountain peak landscape ,8.0,alpine snow mountain peak landscape,4,037201_037250
996715,https://ak.picdn.net/shutterstock/videos/996715/preview/stock-footage-abstract-digital-fractal-background.mp4,PT00H00M07S,037201_037250,Abstract digital fractal background ,7.0,abstract digital fractal background,4,037201_037250
1028391308,https://ak.picdn.net/shutterstock/videos/1028391308/preview/stock-footage-rocky-joshua-tree-desert-timelapse.mp4,PT00H00M05S,037201_037250,Rocky joshua tree desert timelapse ,5.0,rocky joshua tree desert timelapse,4,037201_037250
9429821,https://ak.picdn.net/shutterstock/videos/9429821/preview/stock-footage-strasbourg-france-march-people-admiring-through-telescope-the-annular-solar-eclipse-in.mp4,PT00H00M10S,037201_037250,"Strasbourg, france - march 20, 2015: people admiring through telescope the annular solar eclipse in urban environment
",10.0,strasbourg france march people admiring telescope annular solar eclipse urban environment,4,037201_037250
14347681,https://ak.picdn.net/shutterstock/videos/14347681/preview/stock-footage-river-port-crane-sunset-sunrice.mp4,PT00H00M07S,037201_037250,River port crane sunset sunrice,7.0,river port crane sunset sunrice,4,037201_037250
1045413643,https://ak.picdn.net/shutterstock/videos/1045413643/preview/stock-footage-girne-cyprus-january-fruit-and-vegetables-at-the-girne-local-market-k.mp4,PT00H00M11S,037201_037250,"Girne, cyprus - january 8, 2020: fruit and vegetables at the girne local market. 4k",11.0,girne cyprus january fruit vegetable girne local market k,4,037201_037250
14791612,https://ak.picdn.net/shutterstock/videos/14791612/preview/stock-footage-cute-brunette-woman-training-with-boxing-gloves-at-the-gym.mp4,PT00H00M20S,037201_037250,Cute brunette woman training with boxing gloves at the gym,20.0,cute brunette woman training boxing glove gym,4,037201_037250
9238544,https://ak.picdn.net/shutterstock/videos/9238544/preview/stock-footage-model-released-man-pours-pint-of-beer-on-face-because-he-simply-loves-beer-that-much.mp4,PT00H00M18S,037201_037250,Model released man pours pint of beer on face because he simply loves beer that much.,18.0,model released man pours pint beer face simply love beer much,4,037201_037250
18292957,https://ak.picdn.net/shutterstock/videos/18292957/preview/stock-footage-executive-director-speaks-with-blonde-woman-about-hiring.mp4,PT00H00M13S,037201_037250,Executive director speaks with blonde woman about hiring.,13.0,executive director speaks blonde woman hiring,4,037201_037250
19900318,https://ak.picdn.net/shutterstock/videos/19900318/preview/stock-footage--k-authentic-shot-of-a-woman-working-on-laptop.mp4,PT00H00M22S,037201_037250,4k authentic shot of a woman working on laptop,22.0,k authentic shot woman working laptop,4,037201_037250
1024950515,https://ak.picdn.net/shutterstock/videos/1024950515/preview/stock-footage-sigiriya-big-stone-in-sri-lanka.mp4,PT00H00M36S,037201_037250,"Sigiriya, big stone in sri lanka  ",36.0,sigiriya big stone sri lanka,4,037201_037250
1036759733,https://ak.picdn.net/shutterstock/videos/1036759733/preview/stock-footage-female-farmer-picking-fresh-raspberry-in-garden-organic-farming-and-agriculture-close-up-healthy.mp4,PT00H00M16S,037201_037250,Female farmer picking fresh raspberry in garden. organic farming and agriculture. close up. healthy nutrition concept,16.0,female farmer picking fresh raspberry garden organic farming agriculture close healthy nutrition concept,4,037201_037250
1007036428,https://ak.picdn.net/shutterstock/videos/1007036428/preview/stock-footage-drone-footage-of-a-remote-white-sand-beach-surrounded-by-tropical-vegetation-in-nila-island.mp4,PT00H00M29S,037201_037250,"Drone footage of a remote white sand beach surrounded by tropical vegetation in nila island, indonesia. the camera is facing the beach at a 3/4 angle and is going towards it while descending.",29.0,drone footage remote white sand beach surrounded tropical vegetation nila island indonesia camera facing beach angle going towards descending,4,037201_037250
24547823,https://ak.picdn.net/shutterstock/videos/24547823/preview/stock-footage-the-girl-with-the-disease-asthma-using-a-nebuliser-as-inhalation-and-the-process-of-lungs.mp4,PT00H00M09S,037201_037250,"The girl with the disease asthma, using a nebuliser as inhalation and the process of lungs inhalation at home",9.0,girl disease asthma using nebuliser inhalation process lung inhalation home,4,037201_037250
3956726,https://ak.picdn.net/shutterstock/videos/3956726/preview/stock-footage-a-stream-of-falling-milk-and-breakfast-cereal-falls-in-slow-motion-against-a-black-background.mp4,PT00H00M29S,037201_037250,A stream of  falling milk and breakfast cereal falls in slow motion against a black background.,29.0,stream falling milk breakfast cereal fall slow motion black background,4,037201_037250
1028729720,https://ak.picdn.net/shutterstock/videos/1028729720/preview/stock-footage-belgium-brussels-october-a-miniature-flower-carpet-representing-the-danish-flag.mp4,PT00H00M15S,037201_037250,"Belgium, brussels - october, 2016: a miniature flower carpet representing the danish flag",15.0,belgium brussels october miniature flower carpet representing danish flag,4,037201_037250
1064947417,https://ak.picdn.net/shutterstock/videos/1064947417/preview/stock-footage-frosty-weather-close-up-of-dry-golden-grain-ear-covered-with-frost-in-frosty-weather-frost-is.mp4,PT00H00M13S,037201_037250,Frosty weather. close-up of dry golden grain ear covered with frost in frosty weather. frost is growing on dry grain ear. first frosts on frozen field plants close-up. ,13.0,frosty weather closeup dry golden grain ear covered frost frosty weather frost growing dry grain ear first frost frozen field plant closeup,4,037201_037250
27812650,https://ak.picdn.net/shutterstock/videos/27812650/preview/stock-footage-colorful-animated-heart-shapes-loop-pink.mp4,PT00H00M10S,037201_037250,Colorful animated heart shapes - loop pink,10.0,colorful animated heart shape loop pink,4,037201_037250
1036646528,https://ak.picdn.net/shutterstock/videos/1036646528/preview/stock-footage-view-of-montserrat-monastery-in-mountains-in-afternoon.mp4,PT00H00M11S,037201_037250,View of montserrat monastery in mountains in afternoon.,11.0,view montserrat monastery mountain afternoon,4,037201_037250
1034003936,https://ak.picdn.net/shutterstock/videos/1034003936/preview/stock-footage-tel-aviv-ramat-gan-bursa-israel-aerial-drone-skyline-view-k.mp4,PT00H00M37S,037201_037250,"Tel-aviv - ramat gan (bursa) israel, 10.02.2019 - aerial drone skyline view 4k ",37.0,telaviv ramat gan bursa israel aerial drone skyline view k,4,037201_037250
1061773033,https://ak.picdn.net/shutterstock/videos/1061773033/preview/stock-footage-funny-robot-with-big-blue-eyes-smiling-talking-and-winking-meida-close-up-of-robot-face-screen.mp4,PT00H00M05S,037201_037250,"Funny robot with big blue eyes smiling, talking, and winking . meida. close up of robot face screen with friendly smile at the exhibition of modern technologies.",5.0,funny robot big blue eye smiling talking winking meida close robot face screen friendly smile exhibition modern technology,4,037201_037250
14331628,https://ak.picdn.net/shutterstock/videos/14331628/preview/stock-footage-flying-straight-into-the-cloud-stara-planina-serbia.mp4,PT00H00M30S,037201_037250,"Flying straight into the cloud. stara planina, serbia.",30.0,flying straight cloud stara planina serbia,4,037201_037250
1029692852,https://ak.picdn.net/shutterstock/videos/1029692852/preview/stock-footage-blooming-cherry-blossom-tree-blowing-by-wind-in-spring-season.mp4,PT00H00M06S,037201_037250,Blooming cherry blossom tree blowing by wind in spring season ,6.0,blooming cherry blossom tree blowing wind spring season,4,037201_037250
1047078955,https://ak.picdn.net/shutterstock/videos/1047078955/preview/stock-footage-plantation-with-green-sugar-corn-on-a-summer-sunny-day-agricultural-season-shooting-on-a.mp4,PT00H00M12S,037201_037250,"Plantation with green, sugar corn on a summer, sunny day. agricultural season. shooting on a quadcopter",12.0,plantation green sugar corn summer sunny day agricultural season shooting quadcopter,4,037201_037250
1050975973,https://ak.picdn.net/shutterstock/videos/1050975973/preview/stock-footage-sewing-fashion-designer-needle-machine-seamstress-fabric-thread.mp4,PT00H00M10S,037201_037250,Sewing fashion designer needle machine seamstress fabric thread,10.0,sewing fashion designer needle machine seamstress fabric thread,4,037201_037250
1480546,https://ak.picdn.net/shutterstock/videos/1480546/preview/stock-footage-the-grand-canyon.mp4,PT00H00M16S,037201_037250,The grand canyon.,16.0,grand canyon,4,037201_037250
11718386,https://ak.picdn.net/shutterstock/videos/11718386/preview/stock-footage-christmas-happy-girl-riding-rocking-horse-toy-inside-the-room-decorated-for-new-year-holidays.mp4,PT00H00M45S,037201_037250,Christmas happy girl riding rocking horse toy. inside the room decorated for new year holidays. nice atmosphere. fun and laughter. footage. more clips from this series in my portfolio,45.0,christmas happy girl riding rocking horse toy inside room decorated new year holiday nice atmosphere fun laughter footage clip series portfolio,4,037201_037250
1036040732,https://ak.picdn.net/shutterstock/videos/1036040732/preview/stock-footage-food-courier-delivering-hot-pizza-boxes-riding-on-skateboard-fast-transportation-services-close-up.mp4,PT00H00M14S,037201_037250,Food courier delivering hot pizza boxes riding on skateboard fast transportation services. close-up man showing vertical green screen smartphone on box. fast future delivery.,14.0,food courier delivering hot pizza box riding skateboard fast transportation service closeup man showing vertical green screen smartphone box fast future delivery,4,037201_037250
1015818142,https://ak.picdn.net/shutterstock/videos/1015818142/preview/stock-footage-flight-along-the-cliffs-of-cornwall-wonderful-aerial-view-over-the-landscape.mp4,PT00H00M09S,037201_037250,Flight along the cliffs of cornwall - wonderful aerial view over the landscape,9.0,flight along cliff cornwall wonderful aerial view landscape,4,037201_037250
19222630,https://ak.picdn.net/shutterstock/videos/19222630/preview/stock-footage-girl-stargazing-with-a-telescope.mp4,PT00H00M32S,037201_037250,Girl stargazing with a telescope.,32.0,girl stargazing telescope,4,037201_037250
1022366686,https://ak.picdn.net/shutterstock/videos/1022366686/preview/stock-footage-flying-over-vineyard-in-calabria-italy-aerial-drone-footage.mp4,PT00H00M09S,037201_037250,"Flying over vineyard in calabria,italy - aerial drone footage",9.0,flying vineyard calabriaitaly aerial drone footage,4,037201_037250
4009870,https://ak.picdn.net/shutterstock/videos/4009870/preview/stock-footage-frankfurt-may-high-rise-bank-buildings-on-may-in-frankfurt-am-main-germany.mp4,PT00H00M17S,037201_037250,"Frankfurt - may 03: high-rise bank buildings on may 03, 2013 in frankfurt am main, germany. frankfurt is an important financial center.",17.0,frankfurt may highrise bank building may frankfurt main germany frankfurt important financial center,4,037201_037250
1011779588,https://ak.picdn.net/shutterstock/videos/1011779588/preview/stock-footage-isle-of-skye-united-kingdom-may-green-slopes-and-a-river-on-the-coastline-of-scotland.mp4,PT00H00M12S,037201_037250,"Isle of skye, united kingdom - may, 2016: green slopes and a river on the coastline of scotland",12.0,isle skye united kingdom may green slope river coastline scotland,4,037201_037250
26277392,https://ak.picdn.net/shutterstock/videos/26277392/preview/stock-footage-beautiful-big-bang-universe-creation-huge-first-explosion-and-blast-wave-creation-of-stars-and.mp4,PT00H00M10S,037201_037250,Beautiful big bang universe creation. huge first explosion and blast wave. creation of stars and galaxies in space. hd 1080.,10.0,beautiful big bang universe creation huge first explosion blast wave creation star galaxy space hd,4,037201_037250
18227419,https://ak.picdn.net/shutterstock/videos/18227419/preview/stock-footage-beautiful-model-during-a-photosession-full-hd-video.mp4,PT00H00M28S,037201_037250,Beautiful model during a photosession 1 - full hd video,28.0,beautiful model photosession full hd video,4,037201_037250
13643075,https://ak.picdn.net/shutterstock/videos/13643075/preview/stock-footage-hong-kong-december-night-time-lapse-k-busy-traffic-on-the-main-road-traffic-lights.mp4,PT00H00M07S,037201_037250,"Hong kong - december 14, 2015 : night time lapse 4k ,busy traffic on the main road. traffic lights flashing and people crossing roads in nathan road jordan district hong kong.",7.0,hong kong december night time lapse k busy traffic main road traffic light flashing people crossing road nathan road jordan district hong kong,4,037201_037250
1053660785,https://ak.picdn.net/shutterstock/videos/1053660785/preview/stock-footage-a-beautiful-athletic-young-brunette-woman-in-sportswear-trains-on-a-sycle-in-the-gym-against-the.mp4,PT00H00M11S,037201_037250,A beautiful athletic young brunette woman in sportswear trains on a sycle in the gym against the backdrop of a gray wall.,11.0,beautiful athletic young brunette woman sportswear train sycle gym backdrop gray wall,4,037201_037250
1008433063,https://ak.picdn.net/shutterstock/videos/1008433063/preview/stock-footage-sign-of-bitcoin-and-stacks-of-coins-financial-background-made-of-glow-particles-as-vitrtual.mp4,PT00H00M10S,037201_037250,"Sign of bitcoin and stacks of coins. financial background made of glow particles as vitrtual hologram. shiny 3d loop animation with depth of field, bokeh and copy space. violet color v2",10.0,sign bitcoin stack coin financial background made glow particle vitrtual hologram shiny loop animation depth field bokeh copy space violet color v,4,037201_037250
1022479186,https://ak.picdn.net/shutterstock/videos/1022479186/preview/stock-footage-parent-cuts-nails-to-child-the-child-is-afraid-to-cut-nails.mp4,PT00H00M19S,037201_037250,Parent cuts nails to child. the child is afraid to cut nails.,19.0,parent cut nail child child afraid cut nail,4,037201_037250
1016977867,https://ak.picdn.net/shutterstock/videos/1016977867/preview/stock-footage-abstract-yellow-alien-extraterrestrial-hieroglyphs-stylization-letters-animated-scrolling-text.mp4,PT00H00M12S,037201_037250,Abstract yellow alien extraterrestrial hieroglyphs stylization letters animated scrolling text,12.0,abstract yellow alien extraterrestrial hieroglyph stylization letter animated scrolling text,4,037201_037250
1033720997,https://ak.picdn.net/shutterstock/videos/1033720997/preview/stock-footage-the-cross-on-the-pole-of-the-church-dome-beside-the-building.mp4,PT00H00M07S,037201_037250,The cross on the pole of the church dome beside the building,7.0,cross pole church dome beside building,4,037201_037250
3294137,https://ak.picdn.net/shutterstock/videos/3294137/preview/stock-footage-caucasian-male-and-female-hospital-doctors-checking-patients-x-ray-results-shot-on-red-epic.mp4,PT00H00M22S,037201_037250,Caucasian male and female hospital doctors checking patients x-ray results shot on red epic,22.0,caucasian male female hospital doctor checking patient xray result shot red epic,4,037201_037250
1055711672,https://ak.picdn.net/shutterstock/videos/1055711672/preview/stock-footage-raindrops-touching-the-surface-of-the-ocean-with-coral-reef-below.mp4,PT00H00M12S,037201_037250,Raindrops touching the surface of the ocean with coral reef below.,12.0,raindrop touching surface ocean coral reef,4,037201_037250
4454888,https://ak.picdn.net/shutterstock/videos/4454888/preview/stock-footage-albuquerque-arroyo-swamp.mp4,PT00H00M28S,037201_037250,Albuquerque arroyo swamp,28.0,albuquerque arroyo swamp,4,037201_037250
1016098096,https://ak.picdn.net/shutterstock/videos/1016098096/preview/stock-footage-ulyanovsk-russia-july-competitions-for-trotting-horse-racing-a-horse-trotter-and.mp4,PT00H00M20S,037201_037250,"Ulyanovsk, russia - july 29, 2018. competitions for trotting horse racing. a horse trotter and rider after the race slowly move along the treadmill. close-up. slow motion",20.0,ulyanovsk russia july competition trotting horse racing horse trotter rider race slowly move along treadmill closeup slow motion,4,037201_037250
15092374,https://ak.picdn.net/shutterstock/videos/15092374/preview/stock-footage-sydney-australia-january-sydney-skyline-boats-pass-by.mp4,PT00H00M35S,037201_037250,"Sydney, australia. january 17 2013. sydney skyline, boats pass by",35.0,sydney australia january sydney skyline boat pas,4,037201_037250
